碧梨碧梨碧梨碧梨碧梨碧梨碧梨碧梨碧梨碧梨碧梨碧梨碧梨碧梨碧梨碧梨碧梨碧梨碧梨碧梨碧梨	0.10750857142857143
\椰奶/！\椰奶/！！	0.7287371428571429
射手47？	0.2418342857142857
Ada！	0.31646857142857143
帅	0.9553485714285714
歌是碧梨的 You Should See Me In A Crown 	0.8010228571428571
陈卓璇？？？？？？？	0.5598971428571429
太师了	0.08249142857142858
.	0.9610628571428572
太爽了	0.3838514285714286
这个视频失效了	0.08885142857142857
碧梨碧梨碧梨	0.06973714285714286
王阿姨 王阿姨 王阿姨	0.3033257142857143
转场太棒了！	0.8803485714285715
好帅	0.7248228571428571
说是bad guy的是个假粉嘛？？	0.8415657142857143
封面鬼刀	0.05916571428571428
在CG里化妆把我骗进游戏反手就把妆卸了	0.3104514285714286
zero你们的，其余都是我的	0.5250285714285714
拉克丝！！	0.95228
你币没了	0.01989142857142857
静静！	0.27613714285714286
2.0倍速的表示很赞	0.39878857142857144
e	0.14012571428571427
这是啥剧啊	0.6754628571428571
大晚上看有点瞎	0.4171542857142857
前面的	0.3198457142857143
生化奇兵的伊丽莎白！	0.26126285714285713
一闪而过的耻辱2，吹爆耻辱系列	0.23167999999999997
雷姐	0.4932457142857143
没有英雄不朽！差评！！！！！！！！！！！	0.9921142857142857
没有英雄不朽差评！！	0.6454857142857142
承包碧梨	0.025462857142857145
雷姐	0.3912171428571428
you should see me in a crown，bgm别问了啊，再问就挨打哈哈哈 	0.8844342857142857
刀妹本命啊啊啊啊啊啊啊啊	0.06118857142857143
刀妹啊啊啊啊啊啊啊啊啊啊啊	0.07009142857142857
艾瑞莉娅，释放你的利刃	0.15848571428571429
林志玲?	0.59784
bili！	0.10048
菲姐啊啊啊啊啊啊啊啊	0.28437714285714283
碧梨啊啊啊	0.17017714285714286
踩点牛逼	0.3186285714285714
爽	0.27929714285714285
ow ash!	0.7560057142857142
要考试的我很慌	0.38199999999999995
最强的混剪	0.5522685714285714
希里帅炸	0.4388742857142857
伊丽莎白我的	0.27590285714285717
我来了	0.07681714285714286
杀手！	0.15158857142857143
耻辱	0.2988742857142857
艾达王	0.42188571428571425
女武神	0.21148571428571428
防火女赛高	0.1264
火钳刘明	0.3203542857142857
艾达艾达！！！！！！	0.31072
凯瑞甘！！！！	0.6292114285714285
刀锋女王啊啊啊啊啊啊啊	0.6292114285714285
最好的混剪没有之一	0.61204
表白BGM	0.14011428571428572
这个是那个游戏里的人物啊	0.16191428571428573
这个是那个游戏的人物啊	0.17793142857142857
我爱碧梨！！！	0.13373714285714286
我爱碧梨！！	0.11510857142857142
我徒弟秦义绝	0.6526
 名 场 景 	0.35657714285714287
好帅！	0.7256742857142857
dva!dva!dva!	0.9563142857142857
dva!dva!dva!	0.997737142857143
贝姐	0.9902742857142858
我又來了	0.041382857142857145
表白诺娃	0.6928228571428572
劳拉劳拉劳拉	0.07270285714285715
无敌	0.96784
镜之边缘！！！	0.28406857142857145
梨！！	0.07392
